Year,Quarter,Class,Title,Instructor,Students,AverageGPA,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W
2013,Winter,ECON 200,Intro Microecon,"Salehi-Esfahani, Haideh",468,3,27,76,100,110,85,25,7,9,3,2,3,4,17
2013,Winter,ECON 201,Intro Macroecon,"O'dea, Dennis C",334,2.9,46,70,62,40,41,25,14,14,2,4,1,12,3
2013,Winter,LING 200,Intro Ling Thought,"Ogihara, Toshiyuki",209,2.4,17,31,28,15,34,13,11,18,6,6,4,20,6
2013,Winter,MATH 120,Precalculus,"Nichifor, Alexandra",152,2.8,13,27,20,22,32,7,5,7,3,1,4,3,8
2013,Winter,MATH 124,Calc Analyt Geom I,"Nichifor, Alexandra",114,2.9,19,29,14,5,10,7,9,11,1,1,2,1,5
2013,Winter,MATH 124,Calc Analyt Geom I,"Collingwood, David H",133,2.6,8,16,21,9,25,11,16,10,5,3,1,1,7
2013,Winter,MATH 125,Calc Analyt Geom Ii,"Koblitz, Neal I",109,2.7,11,12,16,11,16,8,13,7,4,1,2,2,6
2013,Winter,MATH 125,Calc Analyt Geom Ii,"Burdzy, Krzysztof",117,2.8,18,20,11,15,18,7,7,11,3,2,1,1,3
2013,Winter,MATH 125,Calc Analyt Geom Ii,"Bube, Kenneth P",113,2.7,14,16,16,6,14,10,7,11,6,2,1,3,7
2013,Winter,MEDCH 563,P-Medicinal Chem,"Nelson, Wendel L",103,2.8,12,18,16,13,14,8,6,6,2,2,2,3,1
2013,Winter,MUSIC 120,Survey Of Music,"Rumph, Stephen C",186,2.9,21,55,37,14,13,10,4,6,3,1,2,13,7
2013,Winter,MUSIC 160,American Folk Music,"Sunardi, Christina M.",223,3.6,126,38,17,18,7,8,1,1,2,1,1,1,2
2013,Winter,PHYS 121,Mechanics,"Reid, James H",233,2.8,31,36,34,25,33,21,24,15,2,2,1,6,3
2013,Winter,POL S 201,Intro Pol Theory,"Bhandaru, Deepa",188,3.2,24,55,49,19,20,5,2,3,4,1,1,1,4
2013,Winter,POL S 202,Intro To Amer Pol,"Smith, Mark A.",227,3,20,55,38,42,27,9,8,6,1,4,1,3,13
2013,Winter,PSYCH 202,Biopsych,"Voorhies, Ann C",237,3.1,73,39,24,21,24,21,10,4,4,2,3,8,4
2013,Winter,PSYCH 205,Behavior Disorders,"Graham, Christina C",79,2.8,11,17,14,7,9,3,4,1,1,1,3,5,3
2013,Winter,PSYCH 209,Fdmntls Psych Rsch,"Pickrell, Jacqueline E.",195,3.2,34,45,39,25,26,11,2,2,1,1,1,1,7
2013,Winter,PSYCH 210,Human Sexuality,"Mcnichols, Nicole K",468,3.1,92,114,77,60,34,33,20,13,8,2,1,5,9
2013,Winter,SOC 275,Murder,"Weis, Joseph G",375,3,18,73,95,69,60,23,14,10,2,2,1,1,7
2013,Winter,STAT 220,Basic Statistics,"Grove, Ranjini",147,2.9,12,30,30,16,20,12,11,1,3,1,2,3,6
2013,Winter,STAT 311,Elemnts Stat Method,"Cardoso, Tamre",185,3.1,19,34,42,55,20,6,2,1,1,1,1,1,2
2013,Spring,AFRAM 101,Intro Af-Am Studies,"Pittman, Lashawnda L.",122,2.7,22,16,22,13,7,11,4,7,6,2,2,8,2
2013,Spring,ARCH 150,Apprec Of Arch I,"Huppert, Ann C",658,3.5,292,197,50,29,20,10,9,6,7,4,1,11,22
2013,Spring,ASTR 150,The Planets,"Smith, Toby R.",281,3.1,43,85,43,29,31,14,12,8,3,1,4,6,2
2013,Spring,ATM S 111,Global Warming,"Frierson, Dargan M",225,3.2,39,63,40,27,31,7,3,4,3,1,1,3,3
2013,Spring,BIOL 118,Survey Of Physiol,"Oakley, Amy E",331,2.8,29,53,41,46,58,31,20,20,8,7,5,3,10
2013,Spring,BIOL 180,Intro Biology,"Naish, Kerry",416,2.8,39,65,57,60,76,35,26,26,10,5,3,8,6
2013,Spring,BIOL 220,Intro Biol,"Mcabee, Jessica",574,2.9,40,101,108,81,100,62,39,23,6,6,2,2,4
2013,Spring,BIOL 317,Plant Class & Ident,"Lu-Irving, Patricia",116,2.7,7,19,21,15,20,9,8,5,4,1,2,2,3
2013,Spring,BIOL 411,Dev Biol,"Owens, Kelly N.",104,2.5,7,17,10,9,14,11,8,11,3,2,2,6,4
2013,Spring,CHEM 142,General Chemistry,"Bryant, Jasmine R.",318,2.6,18,43,25,34,63,35,28,29,13,5,2,8,15
2013,Spring,CHEM 152,General Chemistry,"Wiegand, Deborah H",367,2.6,18,35,51,57,63,38,29,34,14,5,3,7,13
2013,Spring,CHEM 152,General Chemistry,"Zane, Ariel Chang",259,2.6,8,19,32,45,68,33,15,19,10,4,1,2,3
2013,Spring,CHEM 238,Organic Chemistry,"Andersen, Niels H",317,2.6,14,33,34,41,42,70,37,11,8,3,1,1,22
2013,Spring,CHEM 239,Organic Chemistry,"Sasaki, Tomikazu",293,2.7,25,44,25,29,56,54,21,20,8,2,2,2,5
2013,Spring,CHEM 242,Organic Chem Lab,"Sasaki, Tomikazu",462,2.9,39,86,86,73,92,38,21,8,8,2,2,2,5
2013,Spring,CLAS 430,Grk & Rom Mythology,"Hollmann, Alexander J",103,3,25,24,10,12,7,4,7,5,1,1,2,2,3
2013,Spring,COM 202,Intro To Comm Ii,"Parks, Malcolm R",411,2.9,11,115,107,39,41,27,24,19,7,7,7,3,4
2013,Spring,CSE 142,Computer Prgrmng I,"Limketkai, Benson N",398,2.6,36,62,51,54,49,26,23,14,11,7,3,31,31
2013,Spring,CSE 142,Computer Prgrmng I,"Brand, Whitaker",323,2.6,25,56,42,49,40,24,16,12,8,7,3,24,17
2013,Spring,CSE 143,Computer Prgrmng Ii,"Martin, Helene",257,2.8,17,50,46,35,28,14,12,6,8,6,3,10,22
2013,Spring,CSE 143,Computer Prgrmng Ii,"Martin, Helene",251,2.7,32,30,41,30,28,23,14,11,6,7,2,11,16
2013,Spring,CSE 154,Web Programming,"Obourn, Allison E",296,2.9,28,72,51,38,48,12,8,7,2,4,5,17,4
2013,Spring,ECON 200,Intro Microecon,"Salehi-Esfahani, Haideh",419,2.9,31,72,80,69,60,44,17,13,7,3,5,8,10
2013,Spring,ECON 201,Intro Macroecon,"O'dea, Dennis C",347,3,29,89,54,59,48,18,17,14,1,1,2,8,7
2013,Spring,ENV H 311,Intro To Env Health,"Treser, Charles D.",155,3,30,29,21,11,19,16,4,9,3,3,1,2,7
2013,Spring,ENVIR 100,Environmntl Foundatn,"Straus, Kristina M",89,3.2,18,28,17,8,4,2,3,1,1,1,1,1,4
2013,Spring,ESRM 100,Environmental Sci,"Harrison, Robert B",467,3.2,118,135,66,33,37,18,18,10,4,3,1,9,15
2013,Spring,ESS 106,Living With Volcano,"Harrell, Michael D",206,3,61,38,18,10,17,15,9,13,6,4,4,4,7
2013,Spring,GENOME 361,Fund Gen & Genomics,"Dunham, Maitreya J",199,2.6,14,27,24,28,30,26,19,10,8,7,1,4,1
2013,Spring,GEOG 277,Geography Of Cities,"Knopp, Lawrence M.",100,2.9,13,20,19,16,9,3,5,4,2,2,1,3,3
2013,Spring,HSTAS 424,Postwar Japan,"Pyle, Kenneth B",30,2.4,2,3,4,4,4,1,2,3,1,2,1,2,1
2013,Spring,LING 100,Fund Of Grammar,"Surek-Clark, Clarissa",183,2.9,51,23,23,19,17,13,7,5,5,3,6,7,4
2013,Spring,LING 200,Intro Ling Thought,"Mcgarrity, Laura W",220,2.9,59,42,19,19,21,11,12,9,10,3,8,4,3
2013,Spring,LING 450,Intro Ling Phonet,"Hargus, Sharon L",27,2,1,3,3,1,2,2,1,4,3,2,1,3,1
2013,Spring,MATH 124,Calc Analyt Geom I,"Ostroff, Jonah K",88,2.7,9,11,15,10,15,13,7,1,1,1,1,3,1
2013,Spring,MATH 125,Calc Analyt Geom Ii,"Devinatz, Ethan S",146,2.7,19,16,14,12,32,26,9,8,2,3,1,1,3
2013,Spring,MATH 126,Calc Anyl Geom Iii,"Loveless, Andrew",158,2.9,24,26,28,22,14,12,13,3,3,3,4,4,2
2013,Spring,MATH 126,Calc Anyl Geom Iii,"Loveless, Andrew",155,2.8,14,31,12,16,34,16,8,6,6,4,2,1,5
2013,Spring,MATH 126,Calc Anyl Geom Iii,"Rothvoss, Thomas",158,2.7,20,19,24,19,28,12,12,8,4,3,5,2,2
2013,Spring,MATH 126,Calc Anyl Geom Iii,"Novik, Isabella",156,2.9,15,28,20,24,30,10,8,7,1,2,2,2,7
2013,Spring,MICROM 301,Gen Microbiology,"Anderson, Denise G",267,2.6,20,31,23,43,58,26,19,18,11,5,2,6,5
2013,Spring,MICROM 412,Prokaryotic Divers,"Leigh, John A",108,3,9,34,19,12,13,5,7,3,1,2,1,1,1
2013,Spring,PHIL 120,Intro To Logic,"Hildebrand, Tyler W.",183,3,36,44,19,19,19,10,6,5,5,2,4,3,11
2013,Spring,PHYS 116,General Physics,"Efimov, Vitaly",192,2.8,20,31,35,23,35,10,16,7,3,4,1,5,2
2013,Spring,POL S 306,"Media, Soc & Pol Id","Bennett, W Lance",256,3.1,40,79,47,26,24,7,8,5,3,2,3,5,7
2013,Spring,PSYCH 101,Intro To Psych,"Osterhout, Lee",423,3,111,67,52,24,51,34,27,20,9,6,2,11,9
2013,Spring,PSYCH 202,Biopsych,"Graham, Lauren K",293,2.9,79,38,34,26,31,21,18,21,6,5,3,10,1
2013,Spring,PSYCH 205,Behavior Disorders,"Graham, Christina C",72,2.4,3,10,9,12,11,6,3,3,4,4,1,5,1
2013,Spring,PSYCH 210,Human Sexuality,"Mcdermott, Lois J.",311,3,88,42,39,35,45,11,7,19,5,2,2,9,7
2013,Spring,PSYCH 318,Stat Inference,"Loftus, Geoffrey R",50,2.6,14,5,3,3,4,6,3,1,2,2,1,5,1
2013,Spring,Q SCI 381,Intro Probabil&Stat,"Bare, Bruce",154,3.3,40,57,20,8,6,4,5,4,1,2,1,3,3
2013,Spring,QMETH 201,Intro To Stat Mthds,"Studer-Ellis, Erich",112,2.8,9,22,16,18,18,7,4,2,3,3,2,5,3
2013,Spring,SOC 201,Intr Tpcs Sociology,"Burstein, Paul",174,3.1,15,41,47,24,28,2,4,2,1,1,1,3,5
2013,Spring,SOC 371,Criminology,"Matsueda, Ross L.",83,2.9,14,18,8,13,12,2,3,4,2,2,3,1,1
2013,Spring,STAT 220,Basic Statistics,"Grove, Ranjini",147,2.5,5,15,26,22,21,12,9,5,6,6,1,11,8
2013,Spring,STAT 311,Elemnts Stat Method,"Morris, Martina",155,2.8,14,22,17,27,24,19,2,4,3,3,1,7,12
2013,Summer,BIOL 220,Intro Biol,"Mcabee, Jessica",144,2.7,10,18,22,15,30,16,12,11,2,1,1,2,4
2013,Summer,CHEM 152,General Chemistry,"O'malley, Kevin M.",73,2.4,4,5,7,9,14,7,5,8,4,2,3,2,3
2013,Summer,CHEM 239,Organic Chemistry,"Clary, Scott T.",183,2.7,14,18,26,33,27,15,10,15,8,2,4,2,9
2013,Summer,CSE 143,Computer Prgrmng Ii,"Quinn, Kevin C",100,2.8,8,18,11,13,12,9,2,6,2,1,2,3,13
2013,Summer,ESRM 201,Pac Nw Ecosystems,"Delap, Jack H",21,2.6,5,2,1,3,1,1,1,1,1,1,1,1,2
2013,Summer,GENOME 361,Fund Gen & Genomics,"Cheong, Frances Ka Yan",148,2.7,15,21,16,19,24,13,9,12,7,4,1,2,5
2014,Fall,ACCTG 225,Managerial Acctg,"Paperman, Joseph",142,2.9,16,28,21,19,23,6,7,9,3,2,2,1,5
2014,Fall,ACCTG 225,Managerial Acctg,"Paperman, Joseph",126,2.6,10,16,28,11,12,12,9,4,6,6,4,3,5
2014,Fall,ARCH 150,Apprec Of Arch I,"Huppert, Ann C",652,3.6,439,92,38,24,16,12,3,4,2,1,3,9,9
2014,Fall,ASTR 150,The Planets,"Smith, Toby R.",238,3.1,27,67,45,35,30,7,6,3,4,1,2,5,6
2014,Fall,BIO A 201,Prin Biologcl Anth,"Taylor, Matthew S",105,2.8,22,18,11,8,12,5,9,7,1,3,2,5,2
2014,Fall,BIOC 440,Biochemistry,"Klevit, Rachel",289,2.9,26,53,31,47,62,36,9,5,2,1,1,2,14
2014,Fall,BIOL 118,Survey Of Physiol,"Oakley, Amy E",381,2.8,35,63,60,49,61,35,25,19,7,5,3,7,12
2014,Fall,BIOL 180,Intro Biology,"Freeman, Scott",598,2.8,46,95,97,101,103,53,35,29,11,2,3,8,15
2014,Fall,BIOL 180,Intro Biology,"Freeman, Scott",503,2.7,31,70,74,65,94,52,44,27,8,8,1,8,21
2014,Fall,BIOL 200,Intro Biol,"Schivell, Amanda",399,2.8,27,60,66,59,70,34,28,28,11,4,2,5,5
2014,Fall,BIOL 355,Fndation Mol Cel Bio,"Martin-Morris, Linda E",80,2.8,6,14,16,18,4,7,4,2,1,2,1,3,2
2014,Fall,BIOL 411,Dev Biol,"Garland, Alaina L",89,2.8,12,14,10,13,15,8,4,4,2,1,3,1,2
2014,Fall,CHEM 142,General Chemistry,"Ginger, David S.",550,2.6,36,58,68,66,92,58,58,60,14,15,3,10,12
2014,Fall,CHEM 142,General Chemistry,"Carroll, Andrea D.",553,2.7,32,89,73,72,118,40,45,28,7,8,5,18,18
2014,Fall,CHEM 162,General Chemistry,"Wiegand, Deborah H",319,2.7,16,34,47,46,71,47,22,21,5,1,1,5,3
2014,Fall,CHEM 223,Org Chem Short Prog,"Goldman, Lawrence M",148,2.6,36,3,16,24,15,8,9,10,6,9,4,7,1
2014,Fall,CHEM 237,Organic Chemistry,"Bryant, Jasmine R.",294,2.6,26,41,29,44,38,19,34,26,11,10,4,5,7
2014,Fall,CHEM 237,Organic Chemistry,"Boydston, Andrew Jackson",289,2.8,23,53,36,44,42,24,24,19,10,3,8,1,2
2014,Fall,CHEM 237,Organic Chemistry,"Bryant, Jasmine R.",297,2.8,20,43,44,44,48,35,24,18,4,3,2,2,10
2014,Fall,CHEM 238,Organic Chemistry,"Andersen, Niels H",134,2.6,10,12,12,14,35,19,15,4,2,4,3,2,2
2014,Fall,CLAS 430,Grk & Rom Mythology,"Carlson, Rachel, D.",236,2.9,49,54,20,17,18,14,6,15,8,3,6,7,19
2014,Fall,COM 202,Intro To Comm Ii,"Parks, Malcolm R",296,3,19,64,95,50,23,14,8,6,7,1,3,4,2
2014,Fall,CSE 142,Computer Prgrmng I,"Reges, Stuart",331,2.7,31,56,50,41,38,18,19,20,12,5,2,20,19
2014,Fall,CSE 142,Computer Prgrmng I,"Reges, Stuart",673,2.6,52,117,104,79,85,46,37,32,13,13,5,50,40
2014,Fall,CSE 143,Computer Prgrmng Ii,"Reges, Stuart",386,2.8,34,72,50,61,59,23,25,10,8,6,1,19,18
2014,Fall,ECON 200,Intro Microecon,"O'dea, Dennis C",340,3,48,69,66,56,39,13,19,12,5,2,1,6,4
2014,Fall,ECON 200,Intro Microecon,"Knox, Melissa A",401,3,52,89,51,83,42,18,32,14,4,4,3,4,5
2014,Fall,ECON 201,Intro Macroecon,"O'dea, Dennis C",322,3,31,73,71,41,36,20,11,8,6,5,1,6,13
2014,Fall,GENOME 371,Intro Genetics,"Raghuraman, M. K.",190,2.7,21,26,30,22,22,11,19,19,8,6,2,1,3
2014,Fall,GEOG 315,Explan Undstn Geog,"Brown, Michael",71,2.6,17,4,6,3,10,4,10,3,1,2,4,3,4
2014,Fall,LING 200,Intro Ling Thought,"Mcgarrity, Laura W",251,3,56,42,24,34,31,16,11,12,1,4,4,7,9
2014,Fall,MATH 111,Algebra With Appl,"Loveless, Andrew",116,2.9,11,23,26,17,17,5,4,3,3,1,1,4,1
2014,Fall,MATH 111,Algebra With Appl,"Loveless, Andrew",152,3.1,20,33,38,17,18,8,5,3,3,1,1,2,3
2014,Fall,MATH 120,Precalculus,"Conroy, Matthew",151,2.5,10,21,18,15,18,5,9,14,3,5,2,10,21
2014,Fall,MATH 124,Calc Analyt Geom I,"Koblitz, Neal I",107,2.6,8,15,7,13,21,13,6,6,3,1,1,4,9
2014,Fall,MATH 124,Calc Analyt Geom I,"Dumitriu, Ioana",119,2.9,17,22,11,21,15,6,9,9,2,1,1,1,4
2014,Fall,MATH 125,Calc Analyt Geom Ii,"Pollack, Daniel",119,2.9,17,19,14,13,25,11,8,3,1,3,1,2,2
2014,Fall,MATH 125,Calc Analyt Geom Ii,"Bekyel, Ebru",117,2.6,8,15,10,21,16,16,11,11,2,1,1,2,3
2014,Fall,MATH 126,Calc Anyl Geom Iii,"Nichifor, Alexandra",156,2.9,13,41,20,24,20,12,6,10,3,2,1,2,2
2014,Fall,MATH 126,Calc Anyl Geom Iii,"Taggart, Jennifer",153,2.7,29,17,14,14,18,17,5,14,8,5,3,5,4
2014,Fall,MATH 126,Calc Anyl Geom Iii,"Taggart, Jennifer",151,2.6,20,20,17,15,21,12,3,16,8,3,4,4,8
2014,Fall,MATH 300,Math Reasoning,"Conroy, Matthew",34,2.2,2,7,2,1,1,2,1,6,1,2,1,3,5
2014,Fall,MGMT 200,Introduction To Law,"Dawson, Robert K",154,2.9,11,29,24,25,34,12,11,3,1,1,1,1,1
2014,Fall,MGMT 200,Introduction To Law,"Bergstrom, Tod",143,2.8,18,22,20,19,19,4,13,7,2,1,1,5,12
2014,Fall,MICROM 410,Fund Of Gen Micro I,"Parsek, Matthew R",198,2.6,29,21,20,22,22,23,15,11,8,8,4,10,5
2014,Fall,MUSIC 116,Elem Music Theory,"Archibald-Seiffer, Joshua",187,3.3,71,38,20,18,6,6,2,2,2,3,2,5,12
2014,Fall,MUSIC 162,Amer Pop Song,"Anderson, Claire M",190,3.6,113,31,16,7,1,4,2,1,2,1,1,4,7
2014,Fall,PHIL 120,Intro To Logic,"Franco, Paul L.",192,3.2,56,54,15,18,6,13,3,9,1,1,4,4,8
2014,Fall,PHYS 114,General Physics,"Gladycheva, Svetlana",191,2.9,14,33,30,25,49,13,7,4,2,1,2,2,9
2014,Fall,PHYS 114,General Physics,"Reid, James H",186,2.7,19,25,26,33,24,16,18,5,4,3,2,6,5
2014,Fall,PHYS 115,General Physics,"Reid, James H",205,2.9,18,59,29,18,26,14,12,3,3,6,5,6,6
2014,Fall,PHYS 121,Mechanics,"Pedigo, R. Daryl",239,2.9,21,37,38,36,44,27,19,4,1,1,1,1,9
2014,Fall,POL S 202,Intro To Amer Pol,"Thorpe, Rebecca U",212,3,33,47,34,26,25,12,5,10,3,1,1,7,8
2014,Fall,PSYCH 101,Intro To Psych,"Graham, Lauren K",309,3.2,81,82,41,27,27,12,14,9,3,1,1,6,5
2014,Fall,PSYCH 101,Intro To Psych,"Mcdermott, Lois J.",353,3,55,68,54,50,55,18,15,11,9,3,1,8,6
2014,Fall,PSYCH 101,Intro To Psych,"Passer, Michael W",161,3,32,24,36,14,11,10,10,6,2,4,2,5,5
2014,Fall,PSYCH 101,Intro To Psych,"Passer, Michael W",110,3,27,11,22,10,15,8,5,3,2,2,1,3,1
2014,Fall,PSYCH 202,Biopsych,"Olavarria, Jaime F",287,3.1,33,72,62,37,45,14,7,8,1,1,1,1,5
2014,Fall,PSYCH 317,Psych Prob & Stat,"Little, Laura M.",94,3,18,20,11,11,13,8,2,3,3,1,1,1,2
2014,Fall,QMETH 201,Intro To Stat Mthds,"Studer-Ellis, Erich",113,2.8,11,19,15,15,17,9,5,4,2,2,2,3,9
2014,Fall,SOC 110,Survey Sociology,"Pitchford, Susan",185,2.9,25,41,28,24,20,19,7,4,5,1,1,7,3
2014,Fall,SOC 300,Found Soc Inquiry,"Kistner, Kelly",103,3.1,19,27,28,11,2,2,3,1,1,1,2,4,2
2014,Fall,SOC 351,Intimate Relatnshps,"Schwartz, Pepper J",52,2.6,4,9,6,8,4,3,5,2,2,1,1,4,3
2014,Winter,ARCH 150,Apprec Of Arch I,"Iarocci, Louisa M",688,3.4,256,175,71,75,44,21,12,8,3,4,1,6,12
2014,Winter,ARCH 151,Apprec Of Arch Ii,"Borys, Annmarie",621,3.3,98,250,105,41,62,14,7,10,1,2,2,7,22
2014,Winter,ART H 212,Chinese Art,"Wang, Haicheng",95,3,25,25,10,7,8,3,3,3,2,4,2,2,1
2014,Winter,ASTR 101,Astronomy,"Fraser, Oliver J.",87,2.9,9,30,11,10,3,5,1,2,1,2,1,6,6
2014,Winter,ATM S 101,Weather,"Wilton, Darren",131,3.1,16,40,23,18,15,7,4,2,1,1,1,1,2
2014,Winter,BIOC 406,Intro To Biochem,"Brzovic, Peter",692,2.8,55,107,91,108,98,89,65,46,17,4,2,5,5
2014,Winter,BIOL 180,Intro Biology,Janneke Hille Ris Lambers,587,2.8,46,97,75,95,102,56,34,29,13,5,4,13,18
2014,Winter,BIOL 200,Intro Biol,"Freeman, Scott",385,2.8,25,58,59,71,67,34,28,15,9,4,1,7,7
2014,Winter,BIOL 200,Intro Biol,"Freeman, Scott",371,2.8,32,58,64,51,66,34,25,22,5,2,1,7,4
2014,Winter,BIOL 355,Fndation Mol Cel Bio,"Wakimoto, Barbara",110,2.5,5,17,9,13,16,11,11,7,2,3,1,7,8
2014,Winter,CHEM 142,General Chemistry,"Li, Xiaosong",319,2.8,28,56,44,47,45,33,20,15,12,3,2,2,12
2014,Winter,CHEM 142,General Chemistry,"Carroll, Andrea D.",272,2.6,14,29,43,34,45,33,16,16,21,6,2,5,8
2014,Winter,CHEM 152,General Chemistry,"Chiu, Daniel T.",164,2.7,8,20,35,28,19,12,13,15,3,1,2,4,4
2014,Winter,CHEM 162,General Chemistry,"Wiegand, Deborah H",190,2.6,2,26,31,32,31,22,20,9,5,5,4,2,1
2014,Winter,CHEM 237,Organic Chemistry,"Bryant, Jasmine R.",402,2.7,44,51,52,61,54,38,35,24,14,8,3,9,9
2014,Winter,CHEM 312,Inorganic Chemistry,"Bryant, Jasmine R.",120,2.9,15,23,16,18,21,7,5,5,3,1,1,2,3
2014,Winter,CLAS 430,Grk & Rom Mythology,"Jones, Brandon F.",204,3,29,64,21,18,22,12,14,11,4,1,2,3,3
2014,Winter,COM 201,Intro To Comm I,"Beam, Randal A",403,3.1,83,104,61,42,50,20,13,10,4,1,5,4,6
2014,Winter,CSE 142,Computer Prgrmng I,"Reges, Stuart",600,2.6,45,97,77,81,96,41,26,36,12,8,8,44,29
2014,Winter,CSE 142,Computer Prgrmng I,"Reges, Stuart",322,2.7,34,62,46,36,41,18,16,16,10,4,4,24,11
2014,Winter,CSE 143,Computer Prgrmng Ii,"Obourn, Allison E",296,2.7,24,50,34,42,44,22,14,21,9,5,5,8,18
2014,Winter,CSE 143,Computer Prgrmng Ii,"Blank, Adam D",383,2.7,29,73,50,42,66,31,24,23,9,4,6,15,11
2014,Winter,ECON 200,Intro Microecon,"Ellis, Gregory M.",391,3.2,17,144,117,51,27,10,3,10,1,1,2,3,5
2014,Winter,ESS 100,Dinosaurs,"Martin, Ruth A.",650,3.1,90,164,104,101,74,39,22,10,5,5,5,14,17
2014,Winter,GEOG 123,Intro Globalization,"Farias, Monica Isabel",81,2.5,1,5,5,25,18,7,4,3,2,1,1,5,4
2014,Winter,GEOG 258,Digital Geographies,"Elwood-Faustino, Sarah A.",140,3.1,17,44,22,14,26,5,4,2,1,1,1,2,1
2014,Winter,GEOG 271,Geog Food & Eating,"Jarosz, Lucy A.",149,3.1,24,46,16,17,9,12,8,1,3,1,2,2,8
2014,Winter,GEOG 280,Geog And Health,"Mayer, Jonathan D",208,3.1,26,70,39,19,19,10,4,9,4,1,2,3,2
2014,Winter,LING 200,Intro Ling Thought,"Mcgarrity, Laura W",230,2.9,46,46,35,21,28,12,7,11,5,5,2,9,3
2014,Winter,MATH 111,Algebra With Appl,"Taggart, Jennifer",154,2.6,13,28,18,17,23,13,9,10,11,4,2,3,3
2014,Winter,MATH 120,Precalculus,"Ostroff, Jonah K",157,2.8,25,24,24,22,26,6,6,9,3,1,2,6,3
2014,Winter,MATH 124,Calc Analyt Geom I,"Perkins, Patrick",115,2.6,10,20,9,16,23,12,4,5,1,7,3,4,1
2014,Winter,MATH 125,Calc Analyt Geom Ii,"Loveless, Andrew",119,2.8,9,24,21,14,11,11,8,3,2,5,5,2,4
2014,Winter,MATH 125,Calc Analyt Geom Ii,"Bube, Kenneth P",170,2.9,20,28,27,30,20,8,11,12,3,2,1,3,5
2014,Winter,MATH 126,Calc Anyl Geom Iii,"Rothvoss, Thomas",158,2.7,12,36,17,23,12,18,11,14,4,2,1,5,3
2014,Winter,MATH 327,Intro Real Anlys I,"Taggart, Jennifer",47,2.5,4,4,6,5,5,4,5,4,3,1,1,2,3
2014,Winter,MATH 390,Stat Mthds Engr Sci,"Marzban, Caren",75,2.7,10,7,14,9,7,11,3,6,2,1,1,2,2
2014,Winter,MICROM 442,Med Bacteriology,"Cookson, Brad T",178,2.5,17,20,18,20,30,14,17,12,4,2,2,11,11
2014,Winter,MUSIC 160,American Folk Music,"Sunardi, Christina M.",222,3.5,129,35,19,10,11,4,1,5,3,1,1,2,1
2014,Winter,PHIL 100,Intro To Philosophy,"Marshall, Colin",194,3.1,56,43,26,12,10,13,9,3,3,2,2,8,7
2014,Winter,PHYS 114,General Physics,"Tolich, Kazumi",190,2.8,16,31,35,22,29,25,11,9,4,1,1,2,4
2014,Winter,PHYS 121,Mechanics,"Fu, Kai-Mei C",216,2.9,15,34,32,40,43,13,9,12,2,1,1,1,13
2014,Winter,PHYS 122,Electromagnetism,"Wiggins, Paul A",150,2.7,9,19,17,25,32,22,10,10,2,1,1,1,1
2014,Winter,PSYCH 101,Intro To Psych,"Voorhies, Ann C",430,3.3,198,58,46,38,25,19,17,11,3,6,1,5,3
2014,Winter,PSYCH 101,Intro To Psych,"Pickrell, Jacqueline E.",425,3.3,175,82,54,35,18,19,7,11,4,7,2,8,3
2014,Winter,PSYCH 202,Biopsych,"Graham, Lauren K",291,2.9,47,46,44,39,33,23,20,15,3,4,4,7,6
2014,Winter,PSYCH 205,Behavior Disorders,"Graham, Christina C",78,2.5,7,12,8,6,12,9,9,3,2,1,1,6,2
2014,Winter,PSYCH 209,Fdmntls Psych Rsch,"Passer, Michael W",190,3,31,47,30,14,25,12,9,3,2,2,6,5,4
2014,Winter,PSYCH 210,Human Sexuality,"Mcdermott, Lois J.",504,3.2,133,112,63,59,46,34,14,15,6,6,1,7,8
2014,Winter,PSYCH 322,Intro Drugs & Behav,"Diaz, Jaime",175,3.5,92,32,15,9,5,5,3,7,1,1,1,1,3
2014,Winter,SOC 352,The Family,"Sonnenberg, Bettina",100,2.8,12,13,13,18,16,9,6,2,3,2,1,1,4
2014,Winter,STAT 220,Prin Stat Reasoning,"Grove, Ranjini",148,2.9,13,38,33,15,15,6,5,6,4,2,1,7,3
2014,Spring,ARCH 150,Apprec Of Arch I,"Huppert, Ann C",510,3.3,119,133,66,64,52,9,11,7,2,2,1,9,35
2014,Spring,ARCHY 105,Human Past,"Cohen, Anna S",142,3.2,27,40,28,11,15,6,5,1,2,1,3,1,2
2014,Spring,BIOL 118,Survey Of Physiol,"Draper, Moon",330,2.9,47,51,42,55,49,30,20,15,6,2,2,4,7
2014,Spring,BIOL 180,Intro Biology,"Oaks, Jamie R.",402,2.8,28,70,64,59,71,31,20,13,9,4,4,8,21
2014,Spring,BIOL 200,Intro Biol,"Nemhauser, Jennifer L.",393,2.8,34,64,64,46,72,45,28,22,6,1,1,8,2
2014,Spring,BIOL 220,Intro Biol,"Doherty, Jennifer Helen",598,2.8,29,89,112,99,111,69,25,30,8,2,6,2,16
2014,Spring,BIOL 354,Evol And Systematics,"Herron, Jon",123,3.1,10,55,12,11,15,4,4,3,4,1,1,1,2
2014,Spring,BIOL 452,Vertebrate Biology,"Petersen, Karen E",71,2.8,6,4,27,12,5,5,4,1,1,2,1,2,1
2014,Spring,CHEM 142,General Chemistry,"Bryant, Jasmine R.",312,2.9,60,54,36,33,36,28,19,13,10,7,1,6,9
